통화코드,적용시작일,매매기준율
USD,2021-03-11,1137
CNY,2021-03-12,173.86
JPY,2021-03-12,1043.61
KRW,2021-03-12,1
USD,2021-03-12,1133
CNY,2021-03-15,174.7
JPY,2021-03-15,1041.92
KRW,2021-03-15,1
USD,2021-03-15,1137
USD,2021-03-16,1132
JPY,2021-03-16,1037.25
CNY,2021-03-16,174.16
KRW,2021-03-16,1
CNY,2021-03-17,173.85
JPY,2021-03-17,1037.66
KRW,2021-03-17,1
USD,2021-03-17,1131
CNY,2021-03-18,172.51
JPY,2021-03-18,1030.92
KRW,2021-03-18,1
USD,2021-03-18,1122
CNY,2021-03-19,173.38
JPY,2021-03-19,1038.96
KRW,2021-03-19,1
USD,2021-03-19,1132
USD,2021-03-22,1130
KRW,2021-03-22,1
CNY,2021-03-22,173.61
JPY,2021-03-22,1037.74
CNY,2021-03-23,173.03
JPY,2021-03-23,1034.97
KRW,2021-03-23,1
USD,2021-03-23,1126
CNY,2021-03-24,173.87
JPY,2021-03-24,1043.09
KRW,2021-03-24,1
USD,2021-03-24,1133
CNY,2021-03-25,174.12
JPY,2021-03-25,1044.74
KRW,2021-03-25,1
USD,2021-03-25,1136
USD,2021-03-26,1131
CNY,2021-03-26,173.39
JPY,2021-03-26,1036.05
KRW,2021-03-26,1
CNY,2021-03-29,172.6
JPY,2021-03-29,1032.02
KRW,2021-03-29,1
USD,2021-03-29,1133
CNY,2021-03-30,172.46
JPY,2021-03-30,1031.22
KRW,2021-03-30,1
USD,2021-03-30,1133
CNY,2021-03-31,172.56
JPY,2021-03-31,1022.87
KRW,2021-03-31,1
USD,2021-03-31,1134
USD,2021-04-01,1132
CNY,2021-04-01,172.15
JPY,2021-04-01,1021.71
KRW,2021-04-01,1
CNY,2021-04-02,171.97
JPY,2021-04-02,1020.61
KRW,2021-04-02,1
USD,2021-04-02,1129
CNY,2021-04-05,171.92
JPY,2021-04-05,1019.83
KRW,2021-04-05,1
USD,2021-04-05,1129
USD,2021-04-06,1121
JPY,2021-04-06,1017.24
CNY,2021-04-06,171.31
KRW,2021-04-06,1
CNY,2021-04-07,170.97
JPY,2021-04-07,1018.54
KRW,2021-04-07,1
USD,2021-04-07,1118
CNY,2021-04-08,171.04
JPY,2021-04-08,1018.62
KRW,2021-04-08,1
USD,2021-04-08,1119
CNY,2021-04-09,170.51
JPY,2021-04-09,1025.29
KRW,2021-04-09,1
USD,2021-04-09,1121
USD,2021-04-12,1124
KRW,2021-04-12,1
CNY,2021-04-12,170.92
JPY,2021-04-12,1024.29
CNY,2021-04-13,171.81
JPY,2021-04-13,1028.38
KRW,2021-04-13,1
USD,2021-04-13,1125
CNY,2021-04-14,171.46
JPY,2021-04-14,1025.55
KRW,2021-04-14,1
USD,2021-04-14,1118
CNY,2021-04-15,170.92
JPY,2021-04-15,1024.28
KRW,2021-04-15,1
USD,2021-04-15,1116
USD,2021-04-16,1117
CNY,2021-04-16,171.25
JPY,2021-04-16,1027.17
KRW,2021-04-16,1
CNY,2021-04-19,171.3
JPY,2021-04-19,1026.98
KRW,2021-04-19,1
USD,2021-04-19,1117
CNY,2021-04-20,171.27
JPY,2021-04-20,1027.23
KRW,2021-04-20,1
USD,2021-04-20,1111
CNY,2021-04-21,171.86
JPY,2021-04-21,1033.45
KRW,2021-04-21,1
USD,2021-04-21,1117
USD,2021-04-22,1117
CNY,2021-04-22,172.09
JPY,2021-04-22,1034.07
KRW,2021-04-22,1
CNY,2021-04-23,172.54
JPY,2021-04-23,1037.18
KRW,2021-04-23,1
USD,2021-04-23,1120
CNY,2021-04-26,171.66
JPY,2021-04-26,1033.41
KRW,2021-04-26,1
USD,2021-04-26,1115
KRW,2021-04-27,1
USD,2021-04-27,1110
CNY,2021-04-27,171.16
JPY,2021-04-27,1025.93
JPY,2021-04-28,1023.4
KRW,2021-04-28,1
USD,2021-04-28,1113
CNY,2021-04-28,171.68
CNY,2021-04-29,171.33
JPY,2021-04-29,1018.93
KRW,2021-04-29,1
USD,2021-04-29,1106
CNY,2021-04-30,171.2
JPY,2021-04-30,1021.12
KRW,2021-04-30,1
USD,2021-04-30,1112
USD,2021-05-03,1121
CNY,2021-05-03,172.55
JPY,2021-05-03,1025.48
KRW,2021-05-03,1
CNY,2021-05-04,173.17
JPY,2021-05-04,1027.83
KRW,2021-05-04,1
USD,2021-05-04,1121
CNY,2021-05-06,173.79
JPY,2021-05-06,1030.08
KRW,2021-05-06,1
USD,2021-05-06,1125
CNY,2021-05-07,173.28
JPY,2021-05-07,1027
KRW,2021-05-07,1
USD,2021-05-07,1120
USD,2021-05-10,1113
JPY,2021-05-10,1025.38
CNY,2021-05-10,173.03
KRW,2021-05-10,1
CNY,2021-05-11,173.93
JPY,2021-05-11,1029.18
KRW,2021-05-11,1
USD,2021-05-11,1120
CNY,2021-05-12,174.21
JPY,2021-05-12,1034.47
KRW,2021-05-12,1
USD,2021-05-12,1124
CNY,2021-05-13,175.47
JPY,2021-05-13,1029.5
KRW,2021-05-13,1
USD,2021-05-13,1129
USD,2021-05-14,1131
JPY,2021-05-14,1033.11
CNY,2021-05-14,174.68
KRW,2021-05-14,1
CNY,2021-05-17,175.08
JPY,2021-05-17,1037.52
KRW,2021-05-17,1
USD,2021-05-17,1135
CNY,2021-05-18,176.58
JPY,2021-05-18,1037.59
KRW,2021-05-18,1
USD,2021-05-18,1133
CNY,2021-05-20,175.76
JPY,2021-05-20,1035.48
KRW,2021-05-20,1
USD,2021-05-20,1131
USD,2021-05-21,1128
CNY,2021-05-21,175.3
JPY,2021-05-21,1036.62
KRW,2021-05-21,1
CNY,2021-05-24,175.32
JPY,2021-05-24,1035.57
KRW,2021-05-24,1
USD,2021-05-24,1128
CNY,2021-05-25,175.1
JPY,2021-05-25,1032.95
KRW,2021-05-25,1
USD,2021-05-25,1124
CNY,2021-05-26,173.31
JPY,2021-05-26,1028.63
KRW,2021-05-26,1
USD,2021-05-26,1119
USD,2021-05-27,1117
KRW,2021-05-27,1
CNY,2021-05-27,174.76
JPY,2021-05-27,1023.41
CNY,2021-05-28,175.31
JPY,2021-05-28,1014.97
KRW,2021-05-28,1
USD,2021-05-28,1115
USD,2021-05-31,1114
CNY,2021-05-31,174.93
JPY,2021-05-31,1013.88
KRW,2021-05-31,1
CNY,2021-06-01,173.95
JPY,2021-06-01,1011.59
KRW,2021-06-01,1
USD,2021-06-01,1108
KRW,2021-06-02,1
USD,2021-06-02,1113
CNY,2021-06-02,173.78
JPY,2021-06-02,1016.67
KRW,2021-06-03,1
USD,2021-06-03,1111
CNY,2021-06-03,174.11
JPY,2021-06-03,1013.82
CNY,2021-06-04,174.43
JPY,2021-06-04,1012.74
KRW,2021-06-04,1
USD,2021-06-04,1117
KRW,2021-06-07,1
USD,2021-06-07,1111
CNY,2021-06-07,173.73
JPY,2021-06-07,1013.78
JPY,2021-06-08,1020.36
KRW,2021-06-08,1
USD,2021-06-08,1115
CNY,2021-06-08,173.67
CNY,2021-06-09,174.52
JPY,2021-06-09,1020.14
KRW,2021-06-09,1
USD,2021-06-09,1117
KRW,2021-06-10,1
USD,2021-06-10,1117
JPY,2021-06-10,1018.84
CNY,2021-06-10,174.88
CNY,2021-06-11,174.09
JPY,2021-06-11,1017.79
KRW,2021-06-11,1
USD,2021-06-11,1113
USD,2021-06-14,1117
CNY,2021-06-14,174.57
JPY,2021-06-14,1018.19
KRW,2021-06-14,1
USD,2021-06-15,1117
KRW,2021-06-15,1
CNY,2021-06-15,174.57
JPY,2021-06-15,1014.85
KRW,2021-06-16,1
CNY,2021-06-16,174.53
JPY,2021-06-16,1015.81
USD,2021-06-16,1118
USD,2021-06-17,1128
KRW,2021-06-17,1
CNY,2021-06-17,176.96
JPY,2021-06-17,1018.74
CNY,2021-06-18,175.86
JPY,2021-06-18,1028.34
KRW,2021-06-18,1
USD,2021-06-18,1134
CNY,2021-06-21,176.04
JPY,2021-06-21,1030.99
KRW,2021-06-21,1
USD,2021-06-21,1136
CNY,2021-06-22,175.05
JPY,2021-06-22,1025.97
KRW,2021-06-22,1
USD,2021-06-22,1132
KRW,2021-06-23,1
USD,2021-06-23,1138
CNY,2021-06-23,174.97
JPY,2021-06-23,1028.47
USD,2021-06-24,1136
KRW,2021-06-24,1
CNY,2021-06-24,175.48
JPY,2021-06-24,1023.75
CNY,2021-06-25,174.91
JPY,2021-06-25,1017.36
KRW,2021-06-25,1
USD,2021-06-25,1128
CNY,2021-06-28,174.56
JPY,2021-06-28,1020.8
KRW,2021-06-28,1
USD,2021-06-28,1131
KRW,2021-06-29,1
CNY,2021-06-29,175.03
JPY,2021-06-29,1021.65
USD,2021-06-29,1130
USD,2021-06-30,1128
KRW,2021-06-30,1
JPY,2021-06-30,1020.31
CNY,2021-06-30,175.14
CNY,2021-07-01,175
JPY,2021-07-01,1017.1
KRW,2021-07-01,1
USD,2021-07-01,1130
CNY,2021-07-02,175.3
JPY,2021-07-02,1016.54
KRW,2021-07-02,1
USD,2021-07-02,1134
CNY,2021-07-05,174.73
JPY,2021-07-05,1017.77
KRW,2021-07-05,1
USD,2021-07-05,1131
KRW,2021-07-06,1
USD,2021-07-06,1131
CNY,2021-07-06,174.97
JPY,2021-07-06,1019.47
CNY,2021-07-07,175.49
JPY,2021-07-07,1027.7
KRW,2021-07-07,1
USD,2021-07-07,1137
KRW,2021-07-08,1
USD,2021-07-08,1146
CNY,2021-07-08,176.43
JPY,2021-07-08,1036.07
CNY,2021-07-09,176.73
JPY,2021-07-09,1044.48
KRW,2021-07-09,1
USD,2021-07-09,1147
USD,2021-07-12,1145
CNY,2021-07-12,176.73
JPY,2021-07-12,1039.35
KRW,2021-07-12,1
KRW,2021-07-13,1
USD,2021-07-13,1144
CNY,2021-07-13,177.29
JPY,2021-07-13,1036.84
KRW,2021-07-14,1
USD,2021-07-14,1150
CNY,2021-07-14,177.78
JPY,2021-07-14,1039.83
CNY,2021-07-15,176.85
JPY,2021-07-15,1036.5
KRW,2021-07-15,1
USD,2021-07-15,1140
CNY,2021-07-16,176.76
JPY,2021-07-16,1039.93
KRW,2021-07-16,1
USD,2021-07-16,1142
CNY,2021-07-19,176.26
JPY,2021-07-19,1042.06
KRW,2021-07-19,1
USD,2021-07-19,1146
KRW,2021-07-20,1
USD,2021-07-20,1152
CNY,2021-07-20,177.5
JPY,2021-07-20,1052.01
CNY,2021-07-21,177.18
JPY,2021-07-21,1049.23
KRW,2021-07-21,1
USD,2021-07-21,1153
KRW,2021-07-22,1
USD,2021-07-22,1150
CNY,2021-07-22,177.8
JPY,2021-07-22,1042.75
CNY,2021-07-23,177.89
JPY,2021-07-23,1044.99
KRW,2021-07-23,1
USD,2021-07-23,1151
USD,2021-07-26,1152
CNY,2021-07-26,177.75
JPY,2021-07-26,1042.11
KRW,2021-07-26,1
KRW,2021-07-27,1
USD,2021-07-27,1149
CNY,2021-07-27,177.86
JPY,2021-07-27,1041.09
CNY,2021-07-28,177.39
JPY,2021-07-28,1052.06
KRW,2021-07-28,1
USD,2021-07-28,1155
KRW,2021-07-29,1
USD,2021-07-29,1146
CNY,2021-07-29,177.18
JPY,2021-07-29,1042.81
JPY,2021-07-30,1048.11
KRW,2021-07-30,1
USD,2021-07-30,1147
CNY,2021-07-30,177.04
CNY,2021-08-02,178.29
JPY,2021-08-02,1049.71
KRW,2021-08-02,1
USD,2021-08-02,1152
KRW,2021-08-03,1
USD,2021-08-03,1150
JPY,2021-08-03,1051.91
CNY,2021-08-03,177.97
CNY,2021-08-04,177.58
JPY,2021-08-04,1050.41
KRW,2021-08-04,1
USD,2021-08-04,1145
USD,2021-08-05,1145
CNY,2021-08-05,177.08
JPY,2021-08-05,1045.81
KRW,2021-08-05,1
CNY,2021-08-06,176.9
JPY,2021-08-06,1041.22
KRW,2021-08-06,1
USD,2021-08-06,1143
KRW,2021-08-09,1
USD,2021-08-09,1146
CNY,2021-08-09,176.76
JPY,2021-08-09,1039.31
KRW,2021-08-10,1
USD,2021-08-10,1147
CNY,2021-08-10,176.84
JPY,2021-08-10,1039.66
CNY,2021-08-11,177.77
JPY,2021-08-11,1042.83
KRW,2021-08-11,1
USD,2021-08-11,1153
CNY,2021-08-12,178.11
JPY,2021-08-12,1052.3
KRW,2021-08-12,1
USD,2021-08-12,1162
USD,2021-08-13,1167
KRW,2021-08-13,1
CNY,2021-08-13,179.51
JPY,2021-08-13,1057.16
USD,2021-08-17,1177
CNY,2021-08-17,179.94
JPY,2021-08-17,1077.39
KRW,2021-08-17,1
USD,2021-08-18,1169
KRW,2021-08-18,1
JPY,2021-08-18,1066.56
CNY,2021-08-18,181.47
CNY,2021-08-19,180.58
JPY,2021-08-19,1070.18
KRW,2021-08-19,1
USD,2021-08-19,1175
KRW,2021-08-20,1
USD,2021-08-20,1180
CNY,2021-08-20,181.07
JPY,2021-08-20,1074.93
CNY,2021-08-23,180.89
JPY,2021-08-23,1066.67
KRW,2021-08-23,1
USD,2021-08-23,1172
CNY,2021-08-24,180.36
JPY,2021-08-24,1065.78
KRW,2021-08-24,1
USD,2021-08-24,1169
KRW,2021-08-25,1
USD,2021-08-25,1168
JPY,2021-08-25,1064.77
CNY,2021-08-25,179.87
CNY,2021-08-26,179.75
JPY,2021-08-26,1061.67
KRW,2021-08-26,1
USD,2021-08-26,1168
CNY,2021-08-27,180.67
JPY,2021-08-27,1064.11
KRW,2021-08-27,1
USD,2021-08-27,1171
USD,2021-08-30,1166
KRW,2021-08-30,1
CNY,2021-08-30,179.55
JPY,2021-08-30,1061.5
CNY,2021-08-31,180.32
JPY,2021-08-31,1056.7
KRW,2021-08-31,1
USD,2021-08-31,1162
USD,2021-09-01,1159
KRW,2021-09-01,1
JPY,2021-09-01,1053.59
CNY,2021-09-01,179.4
CNY,2021-09-02,178.95
JPY,2021-09-02,1054.11
KRW,2021-09-02,1
USD,2021-09-02,1160
KRW,2021-09-03,1
USD,2021-09-03,1158
CNY,2021-09-03,179.36
JPY,2021-09-03,1053.16
CNY,2021-09-06,178.84
JPY,2021-09-06,1055.17
KRW,2021-09-06,1
USD,2021-09-06,1158
KRW,2021-09-07,1
CNY,2021-09-07,179.16
JPY,2021-09-07,1053.4
USD,2021-09-07,1157
USD,2021-09-08,1166
KRW,2021-09-08,1
JPY,2021-09-08,1057.16
CNY,2021-09-08,179.7
CNY,2021-09-09,180.6
JPY,2021-09-09,1062.18
KRW,2021-09-09,1
USD,2021-09-09,1171
CNY,2021-09-10,181.25
JPY,2021-09-10,1065.72
KRW,2021-09-10,1
USD,2021-09-10,1170
USD,2021-09-13,1174
KRW,2021-09-13,1
CNY,2021-09-13,181.56
JPY,2021-09-13,1068.63
CNY,2021-09-14,181.81
JPY,2021-09-14,1066.22
KRW,2021-09-14,1
USD,2021-09-14,1173
USD,2021-09-15,1172
KRW,2021-09-15,1
JPY,2021-09-15,1068.22
CNY,2021-09-15,182.01
CNY,2021-09-16,181.27
JPY,2021-09-16,1070.11
KRW,2021-09-16,1
USD,2021-09-16,1170
KRW,2021-09-17,1
USD,2021-09-17,1175
CNY,2021-09-17,181.96
JPY,2021-09-17,1070.96
CNY,2021-09-23,182.91
JPY,2021-09-23,1073.01
KRW,2021-09-23,1
USD,2021-09-23,1178
USD,2021-09-24,1175
CNY,2021-09-24,181.92
JPY,2021-09-24,1065.37
KRW,2021-09-24,1
USD,2021-09-27,1176
KRW,2021-09-27,1
JPY,2021-09-27,1061.42
CNY,2021-09-27,182.48
CNY,2021-09-28,182.44
JPY,2021-09-28,1064.86
KRW,2021-09-28,1
USD,2021-09-28,1182
KRW,2021-09-29,1
USD,2021-09-29,1184
CNY,2021-09-29,183.91
JPY,2021-09-29,1061.17
CNY,2021-09-30,183.59
JPY,2021-09-30,1057.38
KRW,2021-09-30,1
USD,2021-09-30,1184
CNY,2021-10-01,183.82
JPY,2021-10-01,1063.88
KRW,2021-10-01,1
USD,2021-10-01,1185
USD,2021-10-05,1185
JPY,2021-10-05,1068
CNY,2021-10-05,183.82
KRW,2021-10-05,1
CNY,2021-10-06,184.13
JPY,2021-10-06,1068.31
KRW,2021-10-06,1
USD,2021-10-06,1191
USD,2021-10-07,1191
CNY,2021-10-07,184.75
JPY,2021-10-07,1068.88
KRW,2021-10-07,1
CNY,2021-10-08,184.75
JPY,2021-10-08,1070.26
KRW,2021-10-08,1
USD,2021-10-08,1195
JPY,2021-10-12,1058.2
KRW,2021-10-12,1
CNY,2021-10-12,185.41
USD,2021-10-12,1200
USD,2021-10-13,1194
KRW,2021-10-13,1
CNY,2021-10-13,185.77
JPY,2021-10-13,1051.33
CNY,2021-10-14,184.66
JPY,2021-10-14,1048.08
KRW,2021-10-14,1
USD,2021-10-14,1187
KRW,2021-10-15,1
USD,2021-10-15,1182
CNY,2021-10-15,183.55
JPY,2021-10-15,1039.17
CNY,2021-10-18,183.82
JPY,2021-10-18,1038.27
KRW,2021-10-18,1
USD,2021-10-18,1187
CNY,2021-10-19,184.46
JPY,2021-10-19,1034.08
KRW,2021-10-19,1
USD,2021-10-19,1182
USD,2021-10-20,1176
KRW,2021-10-20,1
CNY,2021-10-20,184.25
JPY,2021-10-20,1027.75
CNY,2021-10-21,183.91
JPY,2021-10-21,1028.2
KRW,2021-10-21,1
USD,2021-10-21,1176
CNY,2021-10-22,184.42
JPY,2021-10-22,1034.53
KRW,2021-10-22,1
USD,2021-10-22,1179
USD,2021-10-25,1170
CNY,2021-10-25,184.5
JPY,2021-10-25,1030.52
KRW,2021-10-25,1
KRW,2021-10-26,1
USD,2021-10-26,1164
CNY,2021-10-26,182.91
JPY,2021-10-26,1023.52
USD,2021-10-27,1168
KRW,2021-10-27,1
CNY,2021-10-27,182.99
JPY,2021-10-27,1022.9
CNY,2021-10-28,183.34
JPY,2021-10-28,1030.06
KRW,2021-10-28,1
USD,2021-10-28,1172
CNY,2021-10-29,182.74
JPY,2021-10-29,1028.4
KRW,2021-10-29,1
USD,2021-10-29,1168
CNY,2021-11-01,183.43
JPY,2021-11-01,1029.57
KRW,2021-11-01,1
USD,2021-11-01,1175
USD,2021-11-02,1178
KRW,2021-11-02,1
JPY,2021-11-02,1032.74
CNY,2021-11-02,184.13
CNY,2021-11-03,184.22
JPY,2021-11-03,1034.35
KRW,2021-11-03,1
USD,2021-11-03,1179
CNY,2021-11-04,184.03
JPY,2021-11-04,1033.94
KRW,2021-11-04,1
USD,2021-11-04,1179
CNY,2021-11-05,185.39
JPY,2021-11-05,1041.81
KRW,2021-11-05,1
USD,2021-11-05,1186
JPY,2021-11-08,1045.53
KRW,2021-11-08,1
CNY,2021-11-08,184.72
USD,2021-11-08,1186
USD,2021-11-09,1181
KRW,2021-11-09,1
CNY,2021-11-09,184.75
JPY,2021-11-09,1042.87
CNY,2021-11-10,184.43
JPY,2021-11-10,1047.6
KRW,2021-11-10,1
USD,2021-11-10,1183
CNY,2021-11-11,185.48
JPY,2021-11-11,1037.01
KRW,2021-11-11,1
USD,2021-11-11,1181
CNY,2021-11-12,184.65
JPY,2021-11-12,1034.68
KRW,2021-11-12,1
USD,2021-11-12,1180
KRW,2021-11-15,1
USD,2021-11-15,1179
CNY,2021-11-15,184.81
JPY,2021-11-15,1034.26
CNY,2021-11-16,185.34
JPY,2021-11-16,1033.17
KRW,2021-11-16,1
USD,2021-11-16,1179
KRW,2021-11-17,1
USD,2021-11-17,1184
CNY,2021-11-17,185.21
JPY,2021-11-17,1030.87
CNY,2021-11-18,185.17
JPY,2021-11-18,1034.06
KRW,2021-11-18,1
USD,2021-11-18,1181
USD,2021-11-19,1183
CNY,2021-11-19,185.25
JPY,2021-11-19,1035.49
KRW,2021-11-19,1
KRW,2021-11-22,1
USD,2021-11-22,1187
CNY,2021-11-22,186.47
JPY,2021-11-22,1040.63
CNY,2021-11-23,186.37
JPY,2021-11-23,1036.18
KRW,2021-11-23,1
USD,2021-11-23,1190
KRW,2021-11-24,1
USD,2021-11-24,1186
CNY,2021-11-24,186.18
JPY,2021-11-24,1030.27
JPY,2021-11-25,1029.97
KRW,2021-11-25,1
USD,2021-11-25,1189
CNY,2021-11-25,186.01
CNY,2021-11-26,186.5
JPY,2021-11-26,1032.91
KRW,2021-11-26,1
USD,2021-11-26,1191
KRW,2021-11-29,1
USD,2021-11-29,1192
JPY,2021-11-29,1048.65
CNY,2021-11-29,187.08
CNY,2021-11-30,186.44
JPY,2021-11-30,1043.93
KRW,2021-11-30,1
USD,2021-11-30,1187
USD,2021-12-01,1179
CNY,2021-12-01,185.89
JPY,2021-12-01,1041.47
KRW,2021-12-01,1
CNY,2021-12-02,184.99
JPY,2021-12-02,1043.77
KRW,2021-12-02,1
USD,2021-12-02,1178
KRW,2021-12-03,1
USD,2021-12-03,1177
CNY,2021-12-03,184.57
JPY,2021-12-03,1039.71
USD,2021-12-06,1184
KRW,2021-12-06,1
CNY,2021-12-06,185.69
JPY,2021-12-06,1047.46
CNY,2021-12-07,185.22
JPY,2021-12-07,1040.85
KRW,2021-12-07,1
USD,2021-12-07,1181
CNY,2021-12-08,184.87
JPY,2021-12-08,1036.78
KRW,2021-12-08,1
USD,2021-12-08,1177
CNY,2021-12-09,184.74
JPY,2021-12-09,1030.56
KRW,2021-12-09,1
USD,2021-12-09,1172
USD,2021-12-10,1178
KRW,2021-12-10,1
JPY,2021-12-10,1038.43
CNY,2021-12-10,184.71
CNY,2021-12-13,185.41
JPY,2021-12-13,1040.94
KRW,2021-12-13,1
USD,2021-12-13,1181
CNY,2021-12-14,186.12
JPY,2021-12-14,1043.46
KRW,2021-12-14,1
USD,2021-12-14,1185
CNY,2021-12-15,186.1
JPY,2021-12-15,1041.8
KRW,2021-12-15,1
USD,2021-12-15,1185
KRW,2021-12-16,1
USD,2021-12-16,1185
CNY,2021-12-16,186.1
JPY,2021-12-16,1038.74
CNY,2021-12-17,186.24
JPY,2021-12-17,1039.49
KRW,2021-12-17,1
USD,2021-12-17,1182
CNY,2021-12-20,186.33
JPY,2021-12-20,1048.7
KRW,2021-12-20,1
USD,2021-12-20,1192
CNY,2021-12-21,186.65
JPY,2021-12-21,1047.21
KRW,2021-12-21,1
USD,2021-12-21,1190
KRW,2021-12-22,1
USD,2021-12-22,1191
CNY,2021-12-22,186.92
JPY,2021-12-22,1044.23
CNY,2021-12-23,186.51
JPY,2021-12-23,1040.87
KRW,2021-12-23,1
USD,2021-12-23,1188
KRW,2021-12-24,1
USD,2021-12-24,1186
CNY,2021-12-24,186.18
JPY,2021-12-24,1036.17
CNY,2021-12-27,186.42
JPY,2021-12-27,1037.59
KRW,2021-12-27,1
USD,2021-12-27,1187
USD,2021-12-28,1187
CNY,2021-12-28,186.31
JPY,2021-12-28,1033.3
KRW,2021-12-28,1
KRW,2021-12-29,1
USD,2021-12-29,1188
CNY,2021-12-29,186.54
JPY,2021-12-29,1034.89
USD,2021-12-30,1189
KRW,2021-12-30,1
JPY,2021-12-30,1034.23
CNY,2021-12-30,186.08
JPY,2021-12-31,1034.15
CNY,2021-12-31,186.73
USD,2021-12-31,1190
KRW,2021-12-31,1
USD,2022-01-03,1191
CNY,2022-01-03,187.38
JPY,2022-01-03,1034.35
KRW,2022-01-03,1
JPY,2022-01-04,1036.89
USD,2022-01-04,1196
CNY,2022-01-04,188.17
KRW,2022-01-04,1
USD,2022-01-05,1198
CNY,2022-01-05,188
JPY,2022-01-05,1031.11
KRW,2022-01-05,1
JPY,2022-01-06,1034.5
KRW,2022-01-06,1
USD,2022-01-06,1201
CNY,2022-01-06,188.71
CNY,2022-01-07,188.79
JPY,2022-01-07,1040.09
KRW,2022-01-07,1
USD,2022-01-07,1205
USD,2022-01-10,1198
JPY,2022-01-10,1036.02
KRW,2022-01-10,1
CNY,2022-01-10,187.84
CNY,2022-01-11,187.89
JPY,2022-01-11,1036.23
KRW,2022-01-11,1
USD,2022-01-11,1194
USD,2022-01-12,1190
KRW,2022-01-12,1
CNY,2022-01-12,186.7
JPY,2022-01-12,1032.05
CNY,2022-01-13,186.53
JPY,2022-01-13,1034.59
KRW,2022-01-13,1
USD,2022-01-13,1186
CNY,2022-01-14,186.64
JPY,2022-01-14,1039.36
KRW,2022-01-14,1
USD,2022-01-14,1187
USD,2022-01-17,1190
CNY,2022-01-17,187.33
JPY,2022-01-17,1040.8
KRW,2022-01-17,1
CNY,2022-01-18,187.6
JPY,2022-01-18,1039.22
KRW,2022-01-18,1
USD,2022-01-18,1191
USD,2022-01-19,1193
KRW,2022-01-19,1
CNY,2022-01-19,187.79
JPY,2022-01-19,1041.06
CNY,2022-01-20,187.24
JPY,2022-01-20,1042.14
KRW,2022-01-20,1
USD,2022-01-20,1192
CNY,2022-01-21,188.14
JPY,2022-01-21,1046.45
KRW,2022-01-21,1
USD,2022-01-21,1193
USD,2022-01-24,1193
KRW,2022-01-24,1
CNY,2022-01-24,188.21
JPY,2022-01-24,1048.84
CNY,2022-01-25,188.92
JPY,2022-01-25,1049.08
KRW,2022-01-25,1
USD,2022-01-25,1196
CNY,2022-01-26,189.06
JPY,2022-01-26,1050.04
KRW,2022-01-26,1
USD,2022-01-26,1196
USD,2022-01-27,1201
CNY,2022-01-27,190.01
JPY,2022-01-27,1046.85
KRW,2022-01-27,1
CNY,2022-01-28,189.07
JPY,2022-01-28,1044.19
KRW,2022-01-28,1
USD,2022-01-28,1204
CNY,2022-02-03,189.13
JPY,2022-02-03,1051.39
KRW,2022-02-03,1
USD,2022-02-03,1203
USD,2022-02-04,1200
CNY,2022-02-04,188.65
JPY,2022-02-04,1043.71
KRW,2022-02-04,1
CNY,2022-02-07,189.18
JPY,2022-02-07,1038.89
KRW,2022-02-07,1
USD,2022-02-07,1198
USD,2022-02-08,1197
KRW,2022-02-08,1
JPY,2022-02-08,1040.28
CNY,2022-02-08,188.14
USD,2022-02-09,1196
CNY,2022-02-09,187.86
JPY,2022-02-09,1034.38
KRW,2022-02-09,1
JPY,2022-02-10,1033.36
KRW,2022-02-10,1
USD,2022-02-10,1194
CNY,2022-02-10,187.66
CNY,2022-02-11,188.86
JPY,2022-02-11,1033.9
KRW,2022-02-11,1
USD,2022-02-11,1200
USD,2022-02-14,1196
JPY,2022-02-14,1035.45
KRW,2022-02-14,1
CNY,2022-02-14,188.85
CNY,2022-02-15,188.44
JPY,2022-02-15,1036.96
KRW,2022-02-15,1
USD,2022-02-15,1198
USD,2022-02-16,1197
KRW,2022-02-16,1
CNY,2022-02-16,188.83
JPY,2022-02-16,1035.33
CNY,2022-02-17,188.73
JPY,2022-02-17,1039.46
KRW,2022-02-17,1
USD,2022-02-17,1200
CNY,2022-02-18,189.01
JPY,2022-02-18,1043.24
KRW,2022-02-18,1
USD,2022-02-18,1198
USD,2022-02-21,1192
CNY,2022-02-21,189.08
JPY,2022-02-21,1037.42
KRW,2022-02-21,1
CNY,2022-02-22,188.16
JPY,2022-02-22,1043.68
KRW,2022-02-22,1
USD,2022-02-22,1196
KRW,2022-02-23,1
USD,2022-02-23,1193
JPY,2022-02-23,1036.85
CNY,2022-02-23,188.58
USD,2022-02-24,1200
JPY,2022-02-24,1044.07
CNY,2022-02-24,188.76
KRW,2022-02-24,1
CNY,2022-02-25,190.55
JPY,2022-02-25,1041.01
KRW,2022-02-25,1
USD,2022-02-25,1202
USD,2022-02-28,1202
KRW,2022-02-28,1
JPY,2022-02-28,1040.92
CNY,2022-02-28,189.64
JPY,2022-03-02,1048.97
KRW,2022-03-02,1
USD,2022-03-02,1205
CNY,2022-03-02,190.91
CNY,2022-03-03,190.32
JPY,2022-03-03,1041.78
KRW,2022-03-03,1
USD,2022-03-03,1203
USD,2022-03-04,1212
JPY,2022-03-04,1049.49
CNY,2022-03-04,191.14
KRW,2022-03-04,1
CNY,2022-03-07,192.57
JPY,2022-03-07,1065.91
KRW,2022-03-07,1
USD,2022-03-07,1225
